date,hospital,city,drug,stock_units,usage_today,reorder_flag,delivery_delayed,supplier,supplier_country,geo_risk,expired,temperature_risk,unit_cost_inr
2026-04-19,KIMS Hyderabad,Hyderabad,scent,341,55,False,False,MedSupply India,India,LOW,False,HIGH,3311
2026-04-20,KIMS Hyderabad,Hyderabad,scent,290,51,False,False,MedSupply India,India,LOW,False,HIGH,3311
2026-04-21,KIMS Hyderabad,Hyderabad,scent,237,53,False,False,MedSupply India,India,LOW,False,HIGH,3311
2026-04-22,KIMS Hyderabad,Hyderabad,scent,193,44,False,False,MedSupply India,India,LOW,False,HIGH,3311
2026-04-23,KIMS Hyderabad,Hyderabad,scent,138,55,False,False,MedSupply India,India,LOW,False,HIGH,3311
2026-04-24,KIMS Hyderabad,Hyderabad,scent,230,47,True,False,MedSupply India,India,LOW,False,HIGH,3311
2026-03-26,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,356,63,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-27,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,284,72,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-28,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,218,66,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-29,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,277,220,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-30,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,204,73,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-31,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,133,71,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-01,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,400,74,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-02,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,336,64,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-03,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,266,70,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-04,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,207,59,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-05,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,140,67,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-06,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,390,53,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-07,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,317,73,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-08,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,263,54,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-09,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,195,68,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-10,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,472,70,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-11,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,420,52,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-12,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,570,300,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-13,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,503,67,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-14,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,435,68,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-15,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,378,57,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-16,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,321,57,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-17,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,266,55,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-18,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,201,65,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-19,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,133,68,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-20,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,496,56,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-21,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,437,59,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-22,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,372,65,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-23,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,320,52,False,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-04-24,Fortis Mumbai,Mumbai,METOCLOPRAMIDE,320,240,True,False,LifeSave Pharma,India,LOW,False,NORMAL,4977
2026-03-26,Apollo Chennai,Chennai,AIR,340,64,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-27,Apollo Chennai,Chennai,AIR,282,58,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-28,Apollo Chennai,Chennai,AIR,211,71,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-29,Apollo Chennai,Chennai,AIR,147,64,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-30,Apollo Chennai,Chennai,AIR,274,71,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-31,Apollo Chennai,Chennai,AIR,208,66,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-01,Apollo Chennai,Chennai,AIR,157,51,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-02,Apollo Chennai,Chennai,AIR,486,63,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-03,Apollo Chennai,Chennai,AIR,415,71,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-04,Apollo Chennai,Chennai,AIR,350,65,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-05,Apollo Chennai,Chennai,AIR,281,69,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-06,Apollo Chennai,Chennai,AIR,532,165,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-07,Apollo Chennai,Chennai,AIR,476,56,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-08,Apollo Chennai,Chennai,AIR,425,51,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-09,Apollo Chennai,Chennai,AIR,351,74,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-10,Apollo Chennai,Chennai,AIR,285,66,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-11,Apollo Chennai,Chennai,AIR,223,62,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-12,Apollo Chennai,Chennai,AIR,171,52,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-13,Apollo Chennai,Chennai,AIR,319,70,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-14,Apollo Chennai,Chennai,AIR,252,67,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-15,Apollo Chennai,Chennai,AIR,181,71,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-16,Apollo Chennai,Chennai,AIR,129,52,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-17,Apollo Chennai,Chennai,AIR,254,192,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-18,Apollo Chennai,Chennai,AIR,188,66,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-19,Apollo Chennai,Chennai,AIR,134,54,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-20,Apollo Chennai,Chennai,AIR,72,62,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-21,Apollo Chennai,Chennai,AIR,320,72,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-22,Apollo Chennai,Chennai,AIR,256,64,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-23,Apollo Chennai,Chennai,AIR,197,59,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-04-24,Apollo Chennai,Chennai,AIR,372,76,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,1223
2026-03-26,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,294,68,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-27,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,242,52,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-28,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,191,51,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-29,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,131,60,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-30,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,521,49,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-31,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,456,65,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-01,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,384,72,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-02,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,317,67,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-03,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,250,67,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-04,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,183,67,False,False,PharmaCorp,India,LOW,False,HIGH,1597
2026-04-05,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,370,62,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-06,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,309,61,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-07,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,258,51,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-08,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,208,50,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-09,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,155,53,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-10,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,207,53,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-11,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,138,69,False,False,PharmaCorp,India,LOW,False,CRITICAL,1597
2026-04-12,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,270,50,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-13,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,212,58,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-14,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,150,62,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-15,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,86,64,True,True,PharmaCorp,India,LOW,False,LOW,1597
2026-04-16,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,444,66,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-17,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,389,55,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-18,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,316,73,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-19,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,261,55,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-20,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,193,68,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-21,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,131,62,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-22,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,444,59,True,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-23,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,377,67,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-04-24,Manipal Bangalore,Bangalore,Dobutamine Hydrochloride Injection,137,240,False,False,PharmaCorp,India,LOW,False,LOW,1597
2026-03-26,Fortis Mumbai,Mumbai,Lloyd,309,96,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-27,Fortis Mumbai,Mumbai,Lloyd,317,124,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-28,Fortis Mumbai,Mumbai,Lloyd,233,84,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-29,Fortis Mumbai,Mumbai,Lloyd,479,116,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-30,Fortis Mumbai,Mumbai,Lloyd,353,126,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-31,Fortis Mumbai,Mumbai,Lloyd,258,95,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-01,Fortis Mumbai,Mumbai,Lloyd,496,97,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-02,Fortis Mumbai,Mumbai,Lloyd,406,90,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-03,Fortis Mumbai,Mumbai,Lloyd,305,101,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-04,Fortis Mumbai,Mumbai,Lloyd,657,118,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-05,Fortis Mumbai,Mumbai,Lloyd,561,96,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-06,Fortis Mumbai,Mumbai,Lloyd,464,97,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-07,Fortis Mumbai,Mumbai,Lloyd,365,99,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-08,Fortis Mumbai,Mumbai,Lloyd,261,104,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-09,Fortis Mumbai,Mumbai,Lloyd,314,106,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-10,Fortis Mumbai,Mumbai,Lloyd,218,96,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-11,Fortis Mumbai,Mumbai,Lloyd,429,106,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-12,Fortis Mumbai,Mumbai,Lloyd,327,102,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-13,Fortis Mumbai,Mumbai,Lloyd,224,103,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-14,Fortis Mumbai,Mumbai,Lloyd,621,97,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-15,Fortis Mumbai,Mumbai,Lloyd,506,115,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-16,Fortis Mumbai,Mumbai,Lloyd,398,108,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-17,Fortis Mumbai,Mumbai,Lloyd,295,103,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-18,Fortis Mumbai,Mumbai,Lloyd,520,114,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-19,Fortis Mumbai,Mumbai,Lloyd,410,110,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-20,Fortis Mumbai,Mumbai,Lloyd,325,85,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-21,Fortis Mumbai,Mumbai,Lloyd,668,118,True,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-22,Fortis Mumbai,Mumbai,Lloyd,553,115,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-23,Fortis Mumbai,Mumbai,Lloyd,430,123,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-04-24,Fortis Mumbai,Mumbai,Lloyd,315,115,False,False,OncoLife Sciences,Germany,LOW,False,NORMAL,2445
2026-03-26,AIIMS Delhi,Delhi,TEST,280,49,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-27,AIIMS Delhi,Delhi,TEST,192,88,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-28,AIIMS Delhi,Delhi,TEST,367,104,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-29,AIIMS Delhi,Delhi,TEST,321,46,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-30,AIIMS Delhi,Delhi,TEST,266,55,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-31,AIIMS Delhi,Delhi,TEST,212,54,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-01,AIIMS Delhi,Delhi,TEST,162,50,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-02,AIIMS Delhi,Delhi,TEST,108,54,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-03,AIIMS Delhi,Delhi,TEST,508,56,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-04,AIIMS Delhi,Delhi,TEST,447,61,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-05,AIIMS Delhi,Delhi,TEST,400,47,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-06,AIIMS Delhi,Delhi,TEST,353,47,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-07,AIIMS Delhi,Delhi,TEST,310,43,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-08,AIIMS Delhi,Delhi,TEST,257,53,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-09,AIIMS Delhi,Delhi,TEST,213,44,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-10,AIIMS Delhi,Delhi,TEST,161,52,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-11,AIIMS Delhi,Delhi,TEST,114,47,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-12,AIIMS Delhi,Delhi,TEST,275,49,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-13,AIIMS Delhi,Delhi,TEST,223,52,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-14,AIIMS Delhi,Delhi,TEST,178,45,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-15,AIIMS Delhi,Delhi,TEST,134,44,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-16,AIIMS Delhi,Delhi,TEST,343,61,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-17,AIIMS Delhi,Delhi,TEST,300,43,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-18,AIIMS Delhi,Delhi,TEST,254,216,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-19,AIIMS Delhi,Delhi,TEST,347,153,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-20,AIIMS Delhi,Delhi,TEST,296,51,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-21,AIIMS Delhi,Delhi,TEST,236,60,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-22,AIIMS Delhi,Delhi,TEST,179,57,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-23,AIIMS Delhi,Delhi,TEST,127,52,False,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-04-24,AIIMS Delhi,Delhi,TEST,531,42,True,False,LifeSave Pharma,India,LOW,False,NORMAL,1239
2026-03-26,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",127,45,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-27,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",302,60,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-28,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",256,46,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-29,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",200,56,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-30,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",155,45,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-31,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",322,66,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-01,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",268,54,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-02,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",206,62,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-03,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",144,62,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-04,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",124,256,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-05,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",300,50,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-06,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",250,50,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-07,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",188,62,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-08,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",123,65,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-09,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",555,60,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-10,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",429,126,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-11,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",385,44,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-12,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",327,58,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-13,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",277,50,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-14,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",226,51,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-15,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",175,51,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-16,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",114,61,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-17,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",236,52,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-18,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",184,52,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-19,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",132,52,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-20,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",303,46,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-21,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",257,46,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-22,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",205,52,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-23,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",153,52,False,False,MedSupply India,India,LOW,False,NORMAL,60
2026-04-24,KIMS Hyderabad,Hyderabad,"Methylphenidate Film, Extended Release",550,53,True,False,MedSupply India,India,LOW,False,NORMAL,60
2026-03-26,Manipal Bangalore,Bangalore,Vitamin,213,12,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-03-27,Manipal Bangalore,Bangalore,Vitamin,202,11,False,False,GlobalMeds Inc,USA,MEDIUM,False,HIGH,2445
2026-03-28,Manipal Bangalore,Bangalore,Vitamin,188,14,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-03-29,Manipal Bangalore,Bangalore,Vitamin,175,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,CRITICAL,2445
2026-03-30,Manipal Bangalore,Bangalore,Vitamin,162,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-03-31,Manipal Bangalore,Bangalore,Vitamin,146,16,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-01,Manipal Bangalore,Bangalore,Vitamin,130,16,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-02,Manipal Bangalore,Bangalore,Vitamin,115,15,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-03,Manipal Bangalore,Bangalore,Vitamin,102,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-04,Manipal Bangalore,Bangalore,Vitamin,89,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-05,Manipal Bangalore,Bangalore,Vitamin,76,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-06,Manipal Bangalore,Bangalore,Vitamin,62,14,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-07,Manipal Bangalore,Bangalore,Vitamin,49,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-08,Manipal Bangalore,Bangalore,Vitamin,38,11,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-09,Manipal Bangalore,Bangalore,Vitamin,287,13,True,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-10,Manipal Bangalore,Bangalore,Vitamin,275,12,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-11,Manipal Bangalore,Bangalore,Vitamin,261,14,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-12,Manipal Bangalore,Bangalore,Vitamin,248,13,False,False,GlobalMeds Inc,USA,MEDIUM,False,HIGH,2445
2026-04-13,Manipal Bangalore,Bangalore,Vitamin,236,12,False,False,GlobalMeds Inc,USA,MEDIUM,False,LOW,2445
2026-04-14,Manipal Bangalore,Bangalore,Vitamin,221,15,False,False,GlobalMeds Inc,USA,MEDIUM,False,HIGH,2445
